Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1560796049434112000,ko,NO,YES,0,188,"",Sat Aug 20 01:09:11 +0000 2022
1560799107618332672,ko,NO,YES,0,188,"",Sat Aug 20 01:21:20 +0000 2022
1560801413072027648,ko,NO,YES,0,189,"",Sat Aug 20 01:30:29 +0000 2022
1560802763650437122,en,NO,YES,0,5,"",Sat Aug 20 01:35:51 +0000 2022
1560793835214704641,fr,NO,YES,0,1,"",Sat Aug 20 01:00:23 +0000 2022
1560793835592089602,fr,NO,YES,0,217,"",Sat Aug 20 01:00:23 +0000 2022
1560794099183194114,fr,NO,YES,0,349,"",Sat Aug 20 01:01:26 +0000 2022
1560794347519475712,en,NO,NO,13,0,"",Sat Aug 20 01:02:25 +0000 2022
1560794787443269632,fr,NO,NO,0,0,"",Sat Aug 20 01:04:10 +0000 2022
1560794847807963136,en,NO,NO,40,9,"",Sat Aug 20 01:04:24 +0000 2022
1560795183565905921,fr,NO,YES,0,1408,"",Sat Aug 20 01:05:44 +0000 2022
1560795371965763584,und,NO,NO,8,2,"",Sat Aug 20 01:06:29 +0000 2022
1560795547228946432,en,NO,NO,0,0,"",Sat Aug 20 01:07:11 +0000 2022
1560795728724762625,en,NO,YES,0,12,"",Sat Aug 20 01:07:54 +0000 2022
1560795810387972097,fr,NO,YES,0,479,"",Sat Aug 20 01:08:14 +0000 2022
1560795931624218626,fr,NO,YES,0,482,"",Sat Aug 20 01:08:42 +0000 2022
1560795951685685252,und,NO,NO,6,1,"",Sat Aug 20 01:08:47 +0000 2022
1560796018635345920,und,NO,YES,0,1,"",Sat Aug 20 01:09:03 +0000 2022
1560796077367799808,und,NO,NO,4,0,"",Sat Aug 20 01:09:17 +0000 2022
1560796212869185537,tl,NO,NO,4,0,"",Sat Aug 20 01:09:49 +0000 2022
1560796250714374145,und,NO,NO,7,0,"",Sat Aug 20 01:09:59 +0000 2022
1560796308197212162,en,NO,NO,10,0,"",Sat Aug 20 01:10:12 +0000 2022
1560796447615979520,fr,NO,YES,0,322,"",Sat Aug 20 01:10:45 +0000 2022
1560796587277828096,en,NO,NO,5,0,"",Sat Aug 20 01:11:19 +0000 2022
1560796679577948160,en,NO,NO,5,0,"",Sat Aug 20 01:11:41 +0000 2022
1560796731280957440,en,NO,NO,5,0,"",Sat Aug 20 01:11:53 +0000 2022
1560796827238146048,en,NO,NO,7,0,"",Sat Aug 20 01:12:16 +0000 2022
1560797056893075457,fr,NO,YES,0,28,"",Sat Aug 20 01:13:11 +0000 2022
1560797214116544512,fr,NO,NO,0,0,"",Sat Aug 20 01:13:48 +0000 2022
1560797221720936449,en,NO,NO,5,1,"",Sat Aug 20 01:13:50 +0000 2022
