Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1545143443856527364,en,NO,YES,0,648,"",Thu Jul 07 20:31:19 +0000 2022
1545144983912685570,en,NO,YES,0,648,"",Thu Jul 07 20:37:26 +0000 2022
1545149028895281155,ko,NO,YES,0,95,"",Thu Jul 07 20:53:30 +0000 2022
1545136042692546563,en,NO,NO,1,0,"",Thu Jul 07 20:01:54 +0000 2022
1545136912943439872,en,NO,NO,2,0,"",Thu Jul 07 20:05:21 +0000 2022
1545138838527434754,en,NO,NO,6,0,"",Thu Jul 07 20:13:01 +0000 2022
1545138892260638720,en,NO,NO,0,0,"",Thu Jul 07 20:13:13 +0000 2022
1545138963823853570,en,NO,YES,0,11,"",Thu Jul 07 20:13:30 +0000 2022
1545139548639862788,en,NO,NO,0,0,"",Thu Jul 07 20:15:50 +0000 2022
1545139970049974272,en,NO,YES,0,2,"",Thu Jul 07 20:17:30 +0000 2022
1545140125767651328,en,NO,NO,0,0,"",Thu Jul 07 20:18:07 +0000 2022
1545140254503583744,en,NO,YES,0,959,"",Thu Jul 07 20:18:38 +0000 2022
1545140346644058114,en,NO,YES,0,5,"",Thu Jul 07 20:19:00 +0000 2022
1545140495772332032,en,NO,NO,3,1,"",Thu Jul 07 20:19:36 +0000 2022
1545140803609235457,en,NO,NO,0,0,"",Thu Jul 07 20:20:49 +0000 2022
1545140903282704387,en,NO,YES,0,4,"",Thu Jul 07 20:21:13 +0000 2022
1545141395463217158,en,NO,NO,0,0,"",Thu Jul 07 20:23:10 +0000 2022
1545141999455637516,en,NO,YES,0,1,"",Thu Jul 07 20:25:34 +0000 2022
1545142342000451584,en,NO,NO,3,0,"",Thu Jul 07 20:26:56 +0000 2022
1545142402624770048,en,NO,NO,2,0,"",Thu Jul 07 20:27:10 +0000 2022
1545142488008216576,en,NO,NO,0,0,"",Thu Jul 07 20:27:31 +0000 2022
1545143000862433281,en,NO,NO,0,0,"",Thu Jul 07 20:29:33 +0000 2022
1545143751605006336,en,NO,NO,3,0,"",Thu Jul 07 20:32:32 +0000 2022
1545145765420490755,en,NO,NO,1,0,"",Thu Jul 07 20:40:32 +0000 2022
1545145802422566912,en,NO,NO,0,0,"",Thu Jul 07 20:40:41 +0000 2022
1545146716785082368,en,NO,NO,1,0,"",Thu Jul 07 20:44:19 +0000 2022
1545146980619341824,en,NO,YES,0,1,"",Thu Jul 07 20:45:22 +0000 2022
1545147764253786112,en,NO,NO,0,0,"",Thu Jul 07 20:48:29 +0000 2022
1545148209693163520,en,NO,NO,3,0,"",Thu Jul 07 20:50:15 +0000 2022
1545148276458012672,en,NO,NO,0,0,"",Thu Jul 07 20:50:31 +0000 2022
1545148442535665665,en,NO,NO,1,0,"",Thu Jul 07 20:51:10 +0000 2022
1545148827124072454,en,NO,NO,0,0,"",Thu Jul 07 20:52:42 +0000 2022
1545135564604657665,en,NO,NO,0,0,"",Thu Jul 07 20:00:00 +0000 2022
1545135565682577409,en,NO,NO,0,0,"",Thu Jul 07 20:00:00 +0000 2022
1545135570011033601,en,NO,NO,1,0,"",Thu Jul 07 20:00:01 +0000 2022
1545135570329952257,en,NO,NO,1,2,"",Thu Jul 07 20:00:01 +0000 2022
1545135571042959365,en,NO,NO,0,0,"",Thu Jul 07 20:00:02 +0000 2022
1545135594933723136,en,NO,YES,0,26,"",Thu Jul 07 20:00:07 +0000 2022
1545135605448941568,en,NO,YES,0,3,"",Thu Jul 07 20:00:10 +0000 2022
1545135608179425282,en,NO,YES,0,26,"",Thu Jul 07 20:00:10 +0000 2022
1545135611891224577,en,NO,YES,0,6,"",Thu Jul 07 20:00:11 +0000 2022
1545135612407201795,en,NO,YES,0,6,"",Thu Jul 07 20:00:11 +0000 2022
1545135620216979456,en,NO,YES,0,76,"",Thu Jul 07 20:00:13 +0000 2022
1545135625073872898,en,NO,YES,0,6,"",Thu Jul 07 20:00:14 +0000 2022
1545135628722900993,en,NO,NO,0,0,"",Thu Jul 07 20:00:15 +0000 2022
1545135654690070529,en,NO,NO,1,1,"",Thu Jul 07 20:00:21 +0000 2022
1545135656254554114,en,NO,NO,0,0,"",Thu Jul 07 20:00:22 +0000 2022
1545135662889766912,en,NO,YES,0,136,"",Thu Jul 07 20:00:23 +0000 2022
1545135667839213570,en,NO,YES,0,1437,"",Thu Jul 07 20:00:25 +0000 2022
1545135686113804288,en,NO,NO,0,0,"",Thu Jul 07 20:00:29 +0000 2022
1545135703314419712,en,NO,YES,0,4,"",Thu Jul 07 20:00:33 +0000 2022
1545135704384192521,en,NO,YES,0,42,"",Thu Jul 07 20:00:33 +0000 2022
1545135728451100672,en,NO,YES,0,15,"",Thu Jul 07 20:00:39 +0000 2022
1545135749787435010,en,NO,YES,0,186,"",Thu Jul 07 20:00:44 +0000 2022
1545135764991795201,en,NO,NO,0,0,"",Thu Jul 07 20:00:48 +0000 2022
1545135765646196736,en,NO,YES,0,17,"",Thu Jul 07 20:00:48 +0000 2022
1545135779567091716,en,NO,YES,0,15,"",Thu Jul 07 20:00:51 +0000 2022
1545135787385274369,en,NO,YES,0,10,"",Thu Jul 07 20:00:53 +0000 2022
1545135794138087429,en,NO,NO,0,0,"",Thu Jul 07 20:00:55 +0000 2022
1545135799720714246,en,NO,YES,0,26,"",Thu Jul 07 20:00:56 +0000 2022
1545135825913909248,en,NO,YES,0,300,"",Thu Jul 07 20:01:02 +0000 2022
1545135826027401217,en,NO,NO,4,2,"",Thu Jul 07 20:01:02 +0000 2022
1545135840489312258,en,NO,NO,0,0,"",Thu Jul 07 20:01:06 +0000 2022
1545135866712145924,en,NO,NO,1,1,"",Thu Jul 07 20:01:12 +0000 2022
1545135916599152641,en,NO,YES,0,16,"",Thu Jul 07 20:01:24 +0000 2022
1545135924295737350,en,NO,NO,0,0,"",Thu Jul 07 20:01:26 +0000 2022
1545135934663958528,en,NO,YES,0,17,"",Thu Jul 07 20:01:28 +0000 2022
1545135942247370752,en,NO,NO,0,0,"",Thu Jul 07 20:01:30 +0000 2022
1545135942658293762,en,NO,NO,0,0,"",Thu Jul 07 20:01:30 +0000 2022
1545135954436014083,en,NO,NO,0,0,"",Thu Jul 07 20:01:33 +0000 2022
1545135976678400000,en,NO,YES,0,5593,"",Thu Jul 07 20:01:38 +0000 2022
1545135983846465536,en,NO,YES,0,19,"",Thu Jul 07 20:01:40 +0000 2022
1545135998069198848,en,NO,YES,0,1453,"",Thu Jul 07 20:01:43 +0000 2022
1545136002712354824,en,NO,NO,1,0,"",Thu Jul 07 20:01:44 +0000 2022
1545136005417766914,en,NO,YES,0,2,"",Thu Jul 07 20:01:45 +0000 2022
1545136009142214662,en,NO,NO,0,0,"",Thu Jul 07 20:01:46 +0000 2022
1545136013785600000,en,NO,YES,0,14,"",Thu Jul 07 20:01:47 +0000 2022
1545136018323652608,en,NO,YES,0,33,"",Thu Jul 07 20:01:48 +0000 2022
1545136036178796545,en,NO,NO,1,1,"",Thu Jul 07 20:01:52 +0000 2022
1545136037894455296,en,NO,NO,3,1,"",Thu Jul 07 20:01:53 +0000 2022
1545136066998312966,en,NO,NO,0,0,"",Thu Jul 07 20:02:00 +0000 2022
1545136099130888193,en,NO,YES,0,18,"",Thu Jul 07 20:02:07 +0000 2022
1545136151018688512,en,NO,YES,0,109,"",Thu Jul 07 20:02:20 +0000 2022
1545136161034739715,en,NO,NO,0,0,"",Thu Jul 07 20:02:22 +0000 2022
1545136168596975617,en,NO,YES,0,3,"",Thu Jul 07 20:02:24 +0000 2022
1545136180106346498,en,NO,YES,0,1,"",Thu Jul 07 20:02:27 +0000 2022
1545136207813804034,en,NO,YES,0,4,"",Thu Jul 07 20:02:33 +0000 2022
1545136228516990977,en,NO,YES,0,2,"",Thu Jul 07 20:02:38 +0000 2022
1545136229225734150,en,NO,YES,0,18,"",Thu Jul 07 20:02:38 +0000 2022
1545136301640482825,en,NO,YES,0,18,"",Thu Jul 07 20:02:56 +0000 2022
